Macro-attribut;Chemin;Cas de test ;R‚sultat;;;;;;
genre_de_musique;/referentiel/codification-backend/codifications?include=genre_de_musique&sort=-genre_de_musique.date_creation&instance=VALEUR_REFERENCE;04400;;;;;;;
genre_de_musique;/referentiel/codification-backend/codifications?include=genre_de_musique&filter[genre_de_musique.date_maj]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04401;;;;;;;
genre_de_musique;/referentiel/codification-backend/codifications?include=genre_de_musique&filter[genre_de_musique.date_maj]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04402;;;;;;;
genre_de_musique;/referentiel/codification-backend/codifications?include=genre_de_musique&filter[genre_de_musique.date_maj=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04403;;;;;;;
genre_de_musique;/referentiel/codification-backend/codifications?include=genre_de_musique&filter[genre_de_musique.date_maj]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04404;;;;;;;
genre_de_musique;/referentiel/codification-backend/codifications?include=genre_de_musique&filter[genre_de_musique.date_maj]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04405;;;;;;;
genre_de_musique;/referentiel/codification-backend/codifications?include=genre_de_musique&filter[genre_de_musique.date_maj]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04406;;;;;;;
genre_de_musique;/referentiel/codification-backend/codifications?include=genre_de_musique&sort=genre_de_musique.date_maj&instance=VALEUR_REFERENCE;04407;;;;;;;
genre_de_musique;/referentiel/codification-backend/codifications?include=genre_de_musique&sort=-genre_de_musique.date_maj&instance=VALEUR_REFERENCE;04408;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.identifiant_unique_qualite_de_son]=ega!34458abf-15ce-7675-a0d1-079ea46994ae&instance=VALEUR_REFERENCE;04409;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.identifiant_unique_qualite_de_son]=neg!34458abf-15ce-7675-a0d1-079ea46994ae&instance=VALEUR_REFERENCE;04410;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.id_metier]=ega!DOLBY&instance=VALEUR_REFERENCE;04411;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.id_metier]=neg!DOLBY&instance=VALEUR_REFERENCE;04412;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.id_metier]=com!DOL&instance=VALEUR_REFERENCE;04413;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.id_metier]=nco!DOL&instance=VALEUR_REFERENCE;04414;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.id_metier]=con!LBY&instance=VALEUR_REFERENCE;04415;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.id_metier]=ncn!LBY&instance=VALEUR_REFERENCE;04416;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.id_metier]=ter!LBY&instance=VALEUR_REFERENCE;04417;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.id_metier]=nte!LBY&instance=VALEUR_REFERENCE;04418;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&sort=qualite_de_son.id_metier&instance=VALEUR_REFERENCE;04419;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&sort=-qualite_de_son.id_metier&instance=VALEUR_REFERENCE;04420;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.libelle]=ega!Dolby&instance=VALEUR_REFERENCE;04421;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.libelle]=neg!Dolby&instance=VALEUR_REFERENCE;04422;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.libelle]=com!Dol&instance=VALEUR_REFERENCE;04423;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.libelle]=nco!Dol&instance=VALEUR_REFERENCE;04424;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.libelle]=con!lby&instance=VALEUR_REFERENCE;04425;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.libelle]=ncn!lby&instance=VALEUR_REFERENCE;04426;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.libelle]=ter!lby&instance=VALEUR_REFERENCE;04427;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.libelle]=nte!lby&instance=VALEUR_REFERENCE;04428;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&sort=qualite_de_son.libelle&instance=VALEUR_REFERENCE;04429;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&sort=-qualite_de_son.libelle&instance=VALEUR_REFERENCE;04430;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.actif]=ega!true&instance=VALEUR_REFERENCE;04431;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.actif]=neg!false&instance=VALEUR_REFERENCE;04432;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.actif]=ega!false&instance=VALEUR_REFERENCE;04433;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.actif]=neg!true&instance=VALEUR_REFERENCE;04434;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_debut_validite]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04435;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_debut_validite]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04436;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_debut_validite=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04437;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_debut_validite]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04438;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_debut_validite]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04439;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_debut_validite]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04440;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&sort=qualite_de_son.date_debut_validite&instance=VALEUR_REFERENCE;04441;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&sort=-qualite_de_son.date_debut_validite&instance=VALEUR_REFERENCE;04442;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_fin_validite]=ega!null&instance=VALEUR_REFERENCE;04443;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_fin_validite]=neg!null&instance=VALEUR_REFERENCE;04444;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_fin_validite=sup!null&instance=VALEUR_REFERENCE;04445;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_fin_validite]=sue!null&instance=VALEUR_REFERENCE;04446;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_fin_validite]=inf!null&instance=VALEUR_REFERENCE;04447;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_fin_validite]=ine!null&instance=VALEUR_REFERENCE;04448;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&sort=qualite_de_son.date_fin_validite&instance=VALEUR_REFERENCE;04449;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&sort=-qualite_de_son.date_fin_validite&instance=VALEUR_REFERENCE;04450;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_creation]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04451;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_creation]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04452;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_creation=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04453;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_creation]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04454;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_creation]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04455;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_creation]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04456;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&sort=qualite_de_son.date_creation&instance=VALEUR_REFERENCE;04457;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&sort=-qualite_de_son.date_creation&instance=VALEUR_REFERENCE;04458;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_maj]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04459;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_maj]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04460;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_maj=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04461;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_maj]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04462;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_maj]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04463;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&filter[qualite_de_son.date_maj]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04464;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&sort=qualite_de_son.date_maj&instance=VALEUR_REFERENCE;04465;;;;;;;
qualite_de_son;/referentiel/codification-backend/codifications?include=qualite_de_son&sort=-qualite_de_son.date_maj&instance=VALEUR_REFERENCE;04466;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.identifiant_unique_type_de_bonus]=ega!69746e06-982a-8f9f-49a1-ce4e71f444aa&instance=VALEUR_REFERENCE;04467;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.identifiant_unique_type_de_bonus]=neg!69746e06-982a-8f9f-49a1-ce4e71f444aa&instance=VALEUR_REFERENCE;04468;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.id_metier]=ega!1&instance=VALEUR_REFERENCE;04469;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.id_metier]=neg!1&instance=VALEUR_REFERENCE;04470;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.id_metier]=com!1&instance=VALEUR_REFERENCE;04471;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.id_metier]=nco!1&instance=VALEUR_REFERENCE;04472;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.id_metier]=con!1&instance=VALEUR_REFERENCE;04473;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.id_metier]=ncn!1&instance=VALEUR_REFERENCE;04474;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.id_metier]=ter!1&instance=VALEUR_REFERENCE;04475;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.id_metier]=nte!1&instance=VALEUR_REFERENCE;04476;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&sort=type_de_bonus.id_metier&instance=VALEUR_REFERENCE;04477;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&sort=-type_de_bonus.id_metier&instance=VALEUR_REFERENCE;04478;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.libelle]=ega!Bande annonce&instance=VALEUR_REFERENCE;04479;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.libelle]=neg!Bande annonce&instance=VALEUR_REFERENCE;04480;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.libelle]=com!Ban&instance=VALEUR_REFERENCE;04481;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.libelle]=nco!Ban&instance=VALEUR_REFERENCE;04482;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.libelle]=con!nde&instance=VALEUR_REFERENCE;04483;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.libelle]=ncn!nde&instance=VALEUR_REFERENCE;04484;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.libelle]=ter!nce&instance=VALEUR_REFERENCE;04485;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.libelle]=nte!nce&instance=VALEUR_REFERENCE;04486;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&sort=type_de_bonus.libelle&instance=VALEUR_REFERENCE;04487;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&sort=-type_de_bonus.libelle&instance=VALEUR_REFERENCE;04488;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.actif]=ega!true&instance=VALEUR_REFERENCE;04489;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.actif]=neg!false&instance=VALEUR_REFERENCE;04490;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.actif]=ega!false&instance=VALEUR_REFERENCE;04491;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.actif]=neg!true&instance=VALEUR_REFERENCE;04492;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_debut_validite]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04493;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_debut_validite]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04494;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_debut_validite=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04495;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_debut_validite]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04496;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_debut_validite]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04497;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_debut_validite]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04498;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&sort=type_de_bonus.date_debut_validite&instance=VALEUR_REFERENCE;04499;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&sort=-type_de_bonus.date_debut_validite&instance=VALEUR_REFERENCE;04500;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_fin_validite]=ega!null&instance=VALEUR_REFERENCE;04501;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_fin_validite]=neg!null&instance=VALEUR_REFERENCE;04502;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_fin_validite=sup!null&instance=VALEUR_REFERENCE;04503;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_fin_validite]=sue!null&instance=VALEUR_REFERENCE;04504;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_fin_validite]=inf!null&instance=VALEUR_REFERENCE;04505;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_fin_validite]=ine!null&instance=VALEUR_REFERENCE;04506;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&sort=type_de_bonus.date_fin_validite&instance=VALEUR_REFERENCE;04507;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&sort=-type_de_bonus.date_fin_validite&instance=VALEUR_REFERENCE;04508;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_creation]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04509;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_creation]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04510;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_creation=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04511;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_creation]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04512;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_creation]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04513;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_creation]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04514;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&sort=type_de_bonus.date_creation&instance=VALEUR_REFERENCE;04515;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&sort=-type_de_bonus.date_creation&instance=VALEUR_REFERENCE;04516;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_maj]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04517;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_maj]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04518;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_maj=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04519;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_maj]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04520;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_maj]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04521;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&filter[type_de_bonus.date_maj]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;04522;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&sort=type_de_bonus.date_maj&instance=VALEUR_REFERENCE;04523;;;;;;;
type_de_bonus;/referentiel/codification-backend/codifications?include=type_de_bonus&sort=-type_de_bonus.date_maj&instance=VALEUR_REFERENCE;04524;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.identifiant_unique_classification_des_oeuvres_cinematographiques]=ega!5192ace2-6da2-1d63-0f9f-556947327eb0&instance=VALEUR_REFERENCE;04525;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.identifiant_unique_classification_des_oeuvres_cinematographiques]=neg!5192ace2-6da2-1d63-0f9f-556947327eb0&instance=VALEUR_REFERENCE;04526;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.id_metier]=ega!PUBLIC&instance=VALEUR_REFERENCE;04527;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.id_metier]=neg!PUBLIC&instance=VALEUR_REFERENCE;04528;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.id_metier]=com!PUB&instance=VALEUR_REFERENCE;04529;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.id_metier]=nco!PUB&instance=VALEUR_REFERENCE;04530;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.id_metier]=con!BLI&instance=VALEUR_REFERENCE;04531;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.id_metier]=ncn!BLI&instance=VALEUR_REFERENCE;04532;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.id_metier]=ter!LIC&instance=VALEUR_REFERENCE;04533;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.id_metier]=nte!LIC&instance=VALEUR_REFERENCE;04534;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&sort=classification_des_oeuvres_cinematographiques.id_metier&instance=VALEUR_REFERENCE;04535;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&sort=-classification_des_oeuvres_cinematographiques.id_metier&instance=VALEUR_REFERENCE;04536;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.libelle]=ega!Tous publics&instance=VALEUR_REFERENCE;04537;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.libelle]=neg!Tous publics&instance=VALEUR_REFERENCE;04538;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.libelle]=com!Tou&instance=VALEUR_REFERENCE;04539;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.libelle]=nco!Tou&instance=VALEUR_REFERENCE;04540;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.libelle]=con!us &instance=VALEUR_REFERENCE;04541;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.libelle]=ncn!us &instance=VALEUR_REFERENCE;04542;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.libelle]=ter!ics&instance=VALEUR_REFERENCE;04543;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.libelle]=nte!ics&instance=VALEUR_REFERENCE;04544;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&sort=classification_des_oeuvres_cinematographiques.libelle&instance=VALEUR_REFERENCE;04545;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&sort=-classification_des_oeuvres_cinematographiques.libelle&instance=VALEUR_REFERENCE;04546;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.actif]=ega!true&instance=VALEUR_REFERENCE;04547;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.actif]=neg!false&instance=VALEUR_REFERENCE;04548;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.actif]=ega!false&instance=VALEUR_REFERENCE;04549;;;;;;;
classification_des_oeuvres_cinematographiques;/referentiel/codification-backend/codifications?include=classification_des_oeuvres_cinematographiques&filter[classification_des_oeuvres_cinematographiques.actif]=neg!true&instance=VALEUR_REFERENCE;04550;;;;;;;
