Macro-attribut;Chemin;Cas de test ;R‚sultat;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.actif]=neg!false&instance=VALEUR_REFERENCE;02982;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.actif]=ega!false&instance=VALEUR_REFERENCE;02983;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.actif]=neg!true&instance=VALEUR_REFERENCE;02984;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_debut_validite]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;02985;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_debut_validite]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;02986;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_debut_validite=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;02987;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_debut_validite]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;02988;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_debut_validite]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;02989;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_debut_validite]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;02990;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&sort=type_classe_danger.date_debut_validite&instance=VALEUR_REFERENCE;02991;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&sort=-type_classe_danger.date_debut_validite&instance=VALEUR_REFERENCE;02992;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_fin_validite]=ega!null&instance=VALEUR_REFERENCE;02993;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_fin_validite]=neg!null&instance=VALEUR_REFERENCE;02994;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_fin_validite=sup!null&instance=VALEUR_REFERENCE;02995;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_fin_validite]=sue!null&instance=VALEUR_REFERENCE;02996;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_fin_validite]=inf!null&instance=VALEUR_REFERENCE;02997;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_fin_validite]=ine!null&instance=VALEUR_REFERENCE;02998;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&sort=type_classe_danger.date_fin_validite&instance=VALEUR_REFERENCE;02999;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&sort=-type_classe_danger.date_fin_validite&instance=VALEUR_REFERENCE;03000;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_creation]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03001;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_creation]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03002;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_creation=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03003;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_creation]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03004;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_creation]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03005;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_creation]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03006;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&sort=type_classe_danger.date_creation&instance=VALEUR_REFERENCE;03007;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&sort=-type_classe_danger.date_creation&instance=VALEUR_REFERENCE;03008;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_maj]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03009;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_maj]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03010;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_maj=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03011;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_maj]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03012;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_maj]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03013;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&filter[type_classe_danger.date_maj]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03014;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&sort=type_classe_danger.date_maj&instance=VALEUR_REFERENCE;03015;;;;;;;
type_classe_danger;/referentiel/codification-backend/codifications?include=type_classe_danger&sort=-type_classe_danger.date_maj&instance=VALEUR_REFERENCE;03016;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.identifiant_unique_classe_danger]=ega!43da4deb-9e0d-704d-0182-65040dc73633&instance=VALEUR_REFERENCE;03017;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.identifiant_unique_classe_danger]=neg!43da4deb-9e0d-704d-0182-65040dc73633&instance=VALEUR_REFERENCE;03018;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.id_metier]=ega!1&instance=VALEUR_REFERENCE;03019;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.id_metier]=neg!1&instance=VALEUR_REFERENCE;03020;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.id_metier]=com!1&instance=VALEUR_REFERENCE;03021;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.id_metier]=nco!1&instance=VALEUR_REFERENCE;03022;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.id_metier]=con!1&instance=VALEUR_REFERENCE;03023;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.id_metier]=ncn!1&instance=VALEUR_REFERENCE;03024;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.id_metier]=ter!1&instance=VALEUR_REFERENCE;03025;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.id_metier]=nte!1&instance=VALEUR_REFERENCE;03026;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&sort=classe_danger.id_metier&instance=VALEUR_REFERENCE;03027;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&sort=-classe_danger.id_metier&instance=VALEUR_REFERENCE;03028;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.libelle]=ega!Explosibles&instance=VALEUR_REFERENCE;03029;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.libelle]=neg!Explosibles&instance=VALEUR_REFERENCE;03030;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.libelle]=com!Exp&instance=VALEUR_REFERENCE;03031;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.libelle]=nco!Exp&instance=VALEUR_REFERENCE;03032;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.libelle]=con!plo&instance=VALEUR_REFERENCE;03033;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.libelle]=ncn!plo&instance=VALEUR_REFERENCE;03034;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.libelle]=ter!les&instance=VALEUR_REFERENCE;03035;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.libelle]=nte!les&instance=VALEUR_REFERENCE;03036;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&sort=classe_danger.libelle&instance=VALEUR_REFERENCE;03037;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&sort=-classe_danger.libelle&instance=VALEUR_REFERENCE;03038;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.actif]=ega!true&instance=VALEUR_REFERENCE;03039;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.actif]=neg!false&instance=VALEUR_REFERENCE;03040;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.actif]=ega!false&instance=VALEUR_REFERENCE;03041;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.actif]=neg!true&instance=VALEUR_REFERENCE;03042;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_debut_validite]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03043;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_debut_validite]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03044;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_debut_validite=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03045;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_debut_validite]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03046;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_debut_validite]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03047;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_debut_validite]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03048;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&sort=classe_danger.date_debut_validite&instance=VALEUR_REFERENCE;03049;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&sort=-classe_danger.date_debut_validite&instance=VALEUR_REFERENCE;03050;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_fin_validite]=ega!null&instance=VALEUR_REFERENCE;03051;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_fin_validite]=neg!null&instance=VALEUR_REFERENCE;03052;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_fin_validite=sup!null&instance=VALEUR_REFERENCE;03053;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_fin_validite]=sue!null&instance=VALEUR_REFERENCE;03054;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_fin_validite]=inf!null&instance=VALEUR_REFERENCE;03055;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_fin_validite]=ine!null&instance=VALEUR_REFERENCE;03056;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&sort=classe_danger.date_fin_validite&instance=VALEUR_REFERENCE;03057;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&sort=-classe_danger.date_fin_validite&instance=VALEUR_REFERENCE;03058;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_creation]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03059;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_creation]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03060;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_creation=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03061;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_creation]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03062;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_creation]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03063;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_creation]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03064;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&sort=classe_danger.date_creation&instance=VALEUR_REFERENCE;03065;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&sort=-classe_danger.date_creation&instance=VALEUR_REFERENCE;03066;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_maj]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03067;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_maj]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03068;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_maj=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03069;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_maj]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03070;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_maj]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03071;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&filter[classe_danger.date_maj]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03072;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&sort=classe_danger.date_maj&instance=VALEUR_REFERENCE;03073;;;;;;;
classe_danger;/referentiel/codification-backend/codifications?include=classe_danger&sort=-classe_danger.date_maj&instance=VALEUR_REFERENCE;03074;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.identifiant_unique_mention_avertissement]=ega!41748d1c-451e-1ac2-87bc-4c3ddb455a15&instance=VALEUR_REFERENCE;03075;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.identifiant_unique_mention_avertissement]=neg!41748d1c-451e-1ac2-87bc-4c3ddb455a15&instance=VALEUR_REFERENCE;03076;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.id_metier]=ega!ATT&instance=VALEUR_REFERENCE;03077;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.id_metier]=neg!ATT&instance=VALEUR_REFERENCE;03078;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.id_metier]=com!ATT&instance=VALEUR_REFERENCE;03079;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.id_metier]=nco!ATT&instance=VALEUR_REFERENCE;03080;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.id_metier]=con!ATT&instance=VALEUR_REFERENCE;03081;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.id_metier]=ncn!ATT&instance=VALEUR_REFERENCE;03082;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.id_metier]=ter!ATT&instance=VALEUR_REFERENCE;03083;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.id_metier]=nte!ATT&instance=VALEUR_REFERENCE;03084;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&sort=mention_avertissement.id_metier&instance=VALEUR_REFERENCE;03085;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&sort=-mention_avertissement.id_metier&instance=VALEUR_REFERENCE;03086;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.libelle]=ega!Attention&instance=VALEUR_REFERENCE;03087;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.libelle]=neg!Attention&instance=VALEUR_REFERENCE;03088;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.libelle]=com!Att&instance=VALEUR_REFERENCE;03089;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.libelle]=nco!Att&instance=VALEUR_REFERENCE;03090;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.libelle]=con!ten&instance=VALEUR_REFERENCE;03091;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.libelle]=ncn!ten&instance=VALEUR_REFERENCE;03092;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.libelle]=ter!ion&instance=VALEUR_REFERENCE;03093;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.libelle]=nte!ion&instance=VALEUR_REFERENCE;03094;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&sort=mention_avertissement.libelle&instance=VALEUR_REFERENCE;03095;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&sort=-mention_avertissement.libelle&instance=VALEUR_REFERENCE;03096;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.actif]=ega!true&instance=VALEUR_REFERENCE;03097;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.actif]=neg!false&instance=VALEUR_REFERENCE;03098;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.actif]=ega!false&instance=VALEUR_REFERENCE;03099;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.actif]=neg!true&instance=VALEUR_REFERENCE;03100;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_debut_validite]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03101;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_debut_validite]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03102;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_debut_validite=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03103;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_debut_validite]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03104;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_debut_validite]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03105;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_debut_validite]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03106;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&sort=mention_avertissement.date_debut_validite&instance=VALEUR_REFERENCE;03107;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&sort=-mention_avertissement.date_debut_validite&instance=VALEUR_REFERENCE;03108;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_fin_validite]=ega!null&instance=VALEUR_REFERENCE;03109;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_fin_validite]=neg!null&instance=VALEUR_REFERENCE;03110;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_fin_validite=sup!null&instance=VALEUR_REFERENCE;03111;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_fin_validite]=sue!null&instance=VALEUR_REFERENCE;03112;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_fin_validite]=inf!null&instance=VALEUR_REFERENCE;03113;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_fin_validite]=ine!null&instance=VALEUR_REFERENCE;03114;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&sort=mention_avertissement.date_fin_validite&instance=VALEUR_REFERENCE;03115;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&sort=-mention_avertissement.date_fin_validite&instance=VALEUR_REFERENCE;03116;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_creation]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03117;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_creation]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03118;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_creation=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03119;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_creation]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03120;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_creation]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03121;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_creation]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03122;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&sort=mention_avertissement.date_creation&instance=VALEUR_REFERENCE;03123;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&sort=-mention_avertissement.date_creation&instance=VALEUR_REFERENCE;03124;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_maj]=ega!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03125;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_maj]=neg!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03126;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_maj=sup!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03127;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_maj]=sue!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03128;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_maj]=inf!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03129;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&filter[mention_avertissement.date_maj]=ine!2017-06-09T00:00:00Z&instance=VALEUR_REFERENCE;03130;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&sort=mention_avertissement.date_maj&instance=VALEUR_REFERENCE;03131;;;;;;;
mention_avertissement;/referentiel/codification-backend/codifications?include=mention_avertissement&sort=-mention_avertissement.date_maj&instance=VALEUR_REFERENCE;03132;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&filter[phase_produit.identifiant_unique_phase_produit]=ega!a88be232-9c38-3e06-8014-8b902ccf0ee0&instance=VALEUR_REFERENCE;03133;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&filter[phase_produit.identifiant_unique_phase_produit]=neg!a88be232-9c38-3e06-8014-8b902ccf0ee0&instance=VALEUR_REFERENCE;03134;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&filter[phase_produit.id_metier]=ega!GAZ&instance=VALEUR_REFERENCE;03135;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&filter[phase_produit.id_metier]=neg!GAZ&instance=VALEUR_REFERENCE;03136;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&filter[phase_produit.id_metier]=com!GAZ&instance=VALEUR_REFERENCE;03137;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&filter[phase_produit.id_metier]=nco!GAZ&instance=VALEUR_REFERENCE;03138;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&filter[phase_produit.id_metier]=con!GAZ&instance=VALEUR_REFERENCE;03139;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&filter[phase_produit.id_metier]=ncn!GAZ&instance=VALEUR_REFERENCE;03140;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&filter[phase_produit.id_metier]=ter!GAZ&instance=VALEUR_REFERENCE;03141;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&filter[phase_produit.id_metier]=nte!GAZ&instance=VALEUR_REFERENCE;03142;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&sort=phase_produit.id_metier&instance=VALEUR_REFERENCE;03143;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&sort=-phase_produit.id_metier&instance=VALEUR_REFERENCE;03144;;;;;;;
phase_produit;/referentiel/codification-backend/codifications?include=phase_produit&filter[phase_produit.libelle]=ega!Gaz&instance=VALEUR_REFERENCE;03145;;;;;;;
